90000	225.05	225	225	1364	90141	1364	82
90001	225.05	225	225.05	1366	90141	2	82
90001	225.1	225	225.05	1368	90141	2	82
90001	225.1	225	225	1369	90141	1	66
90001	225.1	225	225	1371	90141	2	66
90001	225.1	225	225.1	1372	90141	1	82
90001	225.1	224.95	225	1373	90141	1	66
90001	225.1	224.95	225.1	1374	90141	1	82
90001	225.1	224.95	224.95	1380	90141	6	66
90001	225.1	224.95	224.95	1381	90141	1	66
90001	225.1	224.95	224.95	1383	90141	2	66
90001	225.1	224.95	225.1	1384	90141	1	82
90001	225.1	225.05	224.95	1385	90141	0	66
90001	225.1	224.95	224.95	1385	90141	1	66
90001	225.1	225.05	225.1	1389	90141	4	82
90001	225.15	225.05	225.15	1395	90141	6	82
90001	225.15	225.05	225.05	1396	90141	1	66
90001	225.15	225.05	225.05	1397	90141	1	66
90001	225	224.95	224.95	1398	90141	0	66
90001	225.15	224.95	224.95	1398	90141	1	66
90001	225	224.95	224.95	1399	90141	1	66
90001	225.15	224.95	225	1400	90141	1	82
90001	225.15	225.05	224.95	1401	90141	0	66
90001	225.15	224.95	224.95	1401	90141	1	66
90001	225.15	225.05	225.05	1402	90141	1	66
90001	225.15	225.05	224.95	1403	90141	0	66
90001	225.15	224.95	224.95	1403	90141	1	66
90001	225.05	224.95	225.05	1404	90141	1	66
90001	225.05	224.95	224.95	1405	90141	1	66
90001	225.05	224.95	225.05	1407	90141	2	82
90001	225.05	224.95	225.05	1408	90141	1	82
90001	225	224.95	225.05	1409	90141	0	82
90001	225.05	224.95	225.05	1409	90141	1	82
90001	225	224.95	224.95	1413	90141	4	66
90001	225	224.95	224.95	1415	90141	2	66
90001	225	224.95	225	1416	90141	1	82
90001	225	224.95	224.95	1417	90141	1	66
90001	225	224.95	225	1418	90141	1	82
90001	225.05	224.95	225	1420	90141	2	82
90001	225.1	224.95	225.05	1422	90141	2	82
90001	225.1	224.95	225.1	1423	90141	1	82
90001	225.1	224.95	225.1	1424	90141	1	82
90001	225.1	225	225.1	1426	90141	0	82
90001	225.1	224.95	225.1	1426	90141	2	82
90001	225.1	225	225.1	1427	90141	1	82
90001	225.15	225.1	225.1	1428	90141	1	82
90001	225.15	225	225.1	1429	90141	1	66
90001	225	224.95	225	1430	90141	1	66
90001	225.15	225.1	225	1431	90141	0	82
90002	225.15	224.95	225	1431	90141	1	82
90002	225.15	225.1	225.1	1435	90141	4	66
90002	225.15	225.1	225.1	1436	90141	1	66
90002	225.15	225.1	225.1	1438	90141	2	66
90002	225.15	225.1	225.1	1445	90141	7	66
90002	225.15	225.1	225.1	1446	90141	1	66
90002	225.15	225.1	225.1	1466	90141	20	66
90002	225.15	225.1	225.1	1467	90141	1	66
90002	225.15	225.1	225.1	1475	90141	8	66
90002	225.15	225.1	225.1	1476	90141	1	66
90002	225.2	225.1	225.15	1477	90141	1	82
90001	225.2	225.15	225.1	1486	90141	0	66
90002	225.2	225.1	225.1	1486	90141	9	66
90002	225.2	225.15	225.15	1489	90141	3	66
90002	225.2	225.1	225.1	1494	90141	5	66
90002	225.2	225.1	225.1	1509	90141	15	66
90002	225.05	225	225.05	1511	90141	2	66
90002	225.05	225	225	1512	90141	1	66
90002	225.05	225	225.05	1513	90141	1	82
90002	225.05	225	225	1514	90141	1	66
90002	225.05	225	225.05	1515	90141	1	82
